"","efo_id","trait","uri"
"2102","EFO_0004910","CYP3A4 activity","http://www.ebi.ac.uk/efo/EFO_0004910"
"2103","EFO_0005001","phenylalanine measurement","http://www.ebi.ac.uk/efo/EFO_0005001"
"2104","EFO_0005055","QRS duration","http://www.ebi.ac.uk/efo/EFO_0005055"
"2105","EFO_0005200","antiphospholipid antibody measurement","http://www.ebi.ac.uk/efo/EFO_0005200"
"2106","EFO_0005203","eating disorder","http://www.ebi.ac.uk/efo/EFO_0005203"
"2107","EFO_0005207","congenital heart disease","http://www.ebi.ac.uk/efo/EFO_0005207"
"2108","EFO_0005239","aortic valve calcification","http://www.ebi.ac.uk/efo/EFO_0005239"
"2109","EFO_0005245","body weight loss","http://www.ebi.ac.uk/efo/EFO_0005245"
"2110","EFO_0000770","malignant pleural mesothelioma","http://www.ebi.ac.uk/efo/EFO_0000770"
"2111","EFO_0000637","osteosarcoma","http://www.ebi.ac.uk/efo/EFO_0000637"
"2112","EFO_0005271","sleep duration","http://www.ebi.ac.uk/efo/EFO_0005271"
"2113","EFO_0005278","cardiovascular disease biomarker measurement","http://www.ebi.ac.uk/efo/EFO_0005278"
"2114","EFO_0005296","migraine without aura","http://www.ebi.ac.uk/efo/EFO_0005296"
"2115","EFO_0005301","reading and spelling ability","http://www.ebi.ac.uk/efo/EFO_0005301"
"2116","Orphanet_130","Brugada syndrome","http://www.orpha.net/ORDO/Orphanet_130"
"2117","EFO_0000699","Sjogren syndrome","http://www.ebi.ac.uk/efo/EFO_0000699"
"2118","EFO_0001421","liver disease","http://www.ebi.ac.uk/efo/EFO_0001421"
"2119","EFO_0005400","chemotherapy-induced alopecia","http://www.ebi.ac.uk/efo/EFO_0005400"
"2120","EFO_0005406","colorectal adenoma","http://www.ebi.ac.uk/efo/EFO_0005406"
"2121","EFO_0005412","functional impairment measurement","http://www.ebi.ac.uk/efo/EFO_0005412"
"2122","EFO_0005418","serum dimethylarginine measurement","http://www.ebi.ac.uk/efo/EFO_0005418"
"2123","EFO_0005426","autism spectrum disorder symptom","http://www.ebi.ac.uk/efo/EFO_0005426"
"2124","EFO_0005524","large artery stroke","http://www.ebi.ac.uk/efo/EFO_0005524"
"2125","EFO_0005530","Trypanosoma cruzi seropositivity","http://www.ebi.ac.uk/efo/EFO_0005530"
"2126","Orphanet_93957","limb dystonia","http://www.orpha.net/ORDO/Orphanet_93957"
"2127","EFO_0005653","serum metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0005653"
"2128","EFO_0005655","response to cytosine arabinoside","http://www.ebi.ac.uk/efo/EFO_0005655"
"2129","EFO_0005663","urinary uromodulin measurement","http://www.ebi.ac.uk/efo/EFO_0005663"
"2130","EFO_0005668","anterior chamber depth measurement","http://www.ebi.ac.uk/efo/EFO_0005668"
"2131","EFO_0005673","chronic mucus hypersecretion","http://www.ebi.ac.uk/efo/EFO_0005673"
"2132","EFO_0005680","omega-6 polyunsaturated fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0005680"
"2133","EFO_0005691","plasma trimethylamine N-oxide measurement","http://www.ebi.ac.uk/efo/EFO_0005691"
"2134","HP_0011142","age-related nuclear cataract","http://purl.obolibrary.org/obo/HP_0011142"
"2135","Orphanet_179","Birdshot chorioretinopathy","http://www.orpha.net/ORDO/Orphanet_179"
"2136","EFO_0005611","opioid dependence","http://www.ebi.ac.uk/efo/EFO_0005611"
"2137","EFO_0008052","C-C motif chemokine 3-like 1 measurement","http://www.ebi.ac.uk/efo/EFO_0008052"
"2138","EFO_0008077","CD209 antigen measurement","http://www.ebi.ac.uk/efo/EFO_0008077"
"2139","EFO_0008071","catalase measurement","http://www.ebi.ac.uk/efo/EFO_0008071"
"2140","EFO_0007944","allergen exposure measurement","http://www.ebi.ac.uk/efo/EFO_0007944"
"2141","EFO_0006865","urgency urinary incontinence","http://www.ebi.ac.uk/efo/EFO_0006865"
"2142","EFO_0006338","pit and fissure surface dental caries","http://www.ebi.ac.uk/efo/EFO_0006338"
"2143","EFO_0009864","metabolic network measurement","http://www.ebi.ac.uk/efo/EFO_0009864"
"2144","EFO_1002031","Hodgkin's lymphoma, mixed cellularity","http://www.ebi.ac.uk/efo/EFO_1002031"
"2145","EFO_0008467","behavioural inhibitory control measurement","http://www.ebi.ac.uk/efo/EFO_0008467"
"2146","EFO_0008468","midregional pro atrial natriuretic peptide measurement","http://www.ebi.ac.uk/efo/EFO_0008468"
"2147","EFO_0008469","B-type natriuretic peptide to N-terminal pro B-type natriuretic peptide ratio","http://www.ebi.ac.uk/efo/EFO_0008469"
"2148","EFO_0008470","dietary potassium intake measurement","http://www.ebi.ac.uk/efo/EFO_0008470"
"2149","EFO_0008473","insulin response measurement","http://www.ebi.ac.uk/efo/EFO_0008473"
"2150","EFO_0008474","spine bone mineral density change measurement","http://www.ebi.ac.uk/efo/EFO_0008474"
"2151","EFO_0008475","mood instability measurement","http://www.ebi.ac.uk/efo/EFO_0008475"
"2152","EFO_0008476","delayed reward discounting measurement","http://www.ebi.ac.uk/efo/EFO_0008476"
"2153","EFO_0008483","response to trauma exposure","http://www.ebi.ac.uk/efo/EFO_0008483"
"2154","EFO_0008485","homosexuality","http://www.ebi.ac.uk/efo/EFO_0008485"
"2155","EFO_0008486","male homosexuality","http://www.ebi.ac.uk/efo/EFO_0008486"
"2156","EFO_0000473","epigenetic status","http://www.ebi.ac.uk/efo/EFO_0000473"
"2157","EFO_0008538","helping behavior measurement","http://www.ebi.ac.uk/efo/EFO_0008538"
"2158","EFO_0008578","sperm motility measurement","http://www.ebi.ac.uk/efo/EFO_0008578"
"2159","EFO_1002040","corneal astigmatism","http://www.ebi.ac.uk/efo/EFO_1002040"
"2160","EFO_0008580","response to taxane","http://www.ebi.ac.uk/efo/EFO_0008580"
"2161","EFO_0008582","thrombin activatable fibrinolysis inhibitor activation peptide measurement","http://www.ebi.ac.uk/efo/EFO_0008582"
"2162","EFO_0008579","risk-taking behaviour","http://www.ebi.ac.uk/efo/EFO_0008579"
"2163","EFO_1001909","Plantar Fasciitis","http://www.ebi.ac.uk/efo/EFO_1001909"
"2164","EFO_1000481","Plantar Fibromatosis","http://www.ebi.ac.uk/efo/EFO_1000481"
"2165","EFO_0009104","hyperuricemia","http://www.ebi.ac.uk/efo/EFO_0009104"
"2166","EFO_0009087","non-typhoidal Salmonella bacteremia","http://www.ebi.ac.uk/efo/EFO_0009087"
"2167","EFO_0009105","high altitude adaptation","http://www.ebi.ac.uk/efo/EFO_0009105"
"2168","EFO_0009130","clostridium difficile infection","http://www.ebi.ac.uk/efo/EFO_0009130"
"2169","EFO_0009131","response to polyunsaturated fatty acid supplementation","http://www.ebi.ac.uk/efo/EFO_0009131"
"2170","EFO_0009132","cholesterol efflux capacity measurement","http://www.ebi.ac.uk/efo/EFO_0009132"
"2171","EFO_0009133","cholesteryl ester transfer protein measurement","http://www.ebi.ac.uk/efo/EFO_0009133"
"2172","EFO_0009134","trimethyllysine measurement","http://www.ebi.ac.uk/efo/EFO_0009134"
"2173","EFO_0009184","heart rate response to exercise","http://www.ebi.ac.uk/efo/EFO_0009184"
"2174","EFO_0009185","heart rate response to recovery post exercise","http://www.ebi.ac.uk/efo/EFO_0009185"
"2175","EFO_1001754","Abruptio Placentae","http://www.ebi.ac.uk/efo/EFO_1001754"
"2176","EFO_0009287","interventricular septum thickness","http://www.ebi.ac.uk/efo/EFO_0009287"
"2177","EFO_0009291","E/A ratio","http://www.ebi.ac.uk/efo/EFO_0009291"
"2178","EFO_0004364","neurobehavioral manifestations","http://www.ebi.ac.uk/efo/EFO_0004364"
"2179","EFO_0001072","memory impairment","http://www.ebi.ac.uk/efo/EFO_0001072"
"2180","Orphanet_79364","Alopecia","http://www.orpha.net/ORDO/Orphanet_79364"
"2181","EFO_0000701","skin disease","http://www.ebi.ac.uk/efo/EFO_0000701"
"2182","EFO_0008422","susceptibility to infectious disease measurement","http://www.ebi.ac.uk/efo/EFO_0008422"
"2183","EFO_0009362","nicotine withdrawal measurement","http://www.ebi.ac.uk/efo/EFO_0009362"
"2184","EFO_0009374","energy intake measurement","http://www.ebi.ac.uk/efo/EFO_0009374"
"2185","EFO_0009458","alcohol use disorder measurement","http://www.ebi.ac.uk/efo/EFO_0009458"
"2186","EFO_0009460","ACPA-negative rheumatoid arthritis","http://www.ebi.ac.uk/efo/EFO_0009460"
"2187","EFO_0009459","ACPA-positive rheumatoid arthritis","http://www.ebi.ac.uk/efo/EFO_0009459"
"2188","EFO_1000830","bacterial endocarditis","http://www.ebi.ac.uk/efo/EFO_1000830"
"2189","EFO_0009466","Löfgren’s syndrome","http://www.ebi.ac.uk/efo/EFO_0009466"
"2190","EFO_0009467","response to anti-vascular endothelial growth factor drug","http://www.ebi.ac.uk/efo/EFO_0009467"
"2191","EFO_0009480","coping behaviour measurement","http://www.ebi.ac.uk/efo/EFO_0009480"
"2192","EFO_0007292","Guillain-Barre syndrome","http://www.ebi.ac.uk/efo/EFO_0007292"
"2193","EFO_0009189","hyperthyroidism","http://www.ebi.ac.uk/efo/EFO_0009189"
"2194","EFO_0009584","AQP4-IgG-positive neuromyelitis optica","http://www.ebi.ac.uk/efo/EFO_0009584"
"2195","EFO_0009585","AQP4-IgG-negative neuromyelitis optica","http://www.ebi.ac.uk/efo/EFO_0009585"
"2196","EFO_0009586","skin hydration measurement","http://www.ebi.ac.uk/efo/EFO_0009586"
"2197","EFO_0009587","anhedonia measurement","http://www.ebi.ac.uk/efo/EFO_0009587"
"2198","EFO_0009592","social interaction measurement","http://www.ebi.ac.uk/efo/EFO_0009592"
"2199","EFO_0009589","worry measurement","http://www.ebi.ac.uk/efo/EFO_0009589"
"2200","EFO_0009594","irritability measurment","http://www.ebi.ac.uk/efo/EFO_0009594"
"2201","EFO_0009598","feeling miserable measurement","http://www.ebi.ac.uk/efo/EFO_0009598"
"2202","EFO_0009593","mood change measurement","http://www.ebi.ac.uk/efo/EFO_0009593"
"2203","EFO_0009588","feeling ""fed-up"" measurement","http://www.ebi.ac.uk/efo/EFO_0009588"
"2204","EFO_0009597","feeling nervous measurement","http://www.ebi.ac.uk/efo/EFO_0009597"
"2205","EFO_0009596","feeling tense measurement","http://www.ebi.ac.uk/efo/EFO_0009596"
"2206","EFO_0009599","feeling emotionally hurt measurement","http://www.ebi.ac.uk/efo/EFO_0009599"
"2207","EFO_0009595","guilt measurement","http://www.ebi.ac.uk/efo/EFO_0009595"
"2208","EFO_0009591","verbal memory measurement","http://www.ebi.ac.uk/efo/EFO_0009591"
"2209","EFO_0009590","visual memory measurement","http://www.ebi.ac.uk/efo/EFO_0009590"
"2210","EFO_0009603","stroke outcome severity measurement","http://www.ebi.ac.uk/efo/EFO_0009603"
"2211","Orphanet_558","Marfan syndrome","http://www.orpha.net/ORDO/Orphanet_558"
"2212","EFO_0007144","amebiasis","http://www.ebi.ac.uk/efo/EFO_0007144"
"2213","Orphanet_101081","Charcot-Marie-Tooth disease type 1A","http://www.orpha.net/ORDO/Orphanet_101081"
"2214","EFO_0009693","thiopurine metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0009693"
"2215","EFO_0009707","fractures, ununited","http://www.ebi.ac.uk/efo/EFO_0009707"
"2216","EFO_0009703","red blood cell folate measurement","http://www.ebi.ac.uk/efo/EFO_0009703"
"2217","EFO_0007262","epilepsy with generalized tonic-clonic seizures","http://www.ebi.ac.uk/efo/EFO_0007262"
"2218","EFO_0009702","intra-individual reaction time variability measurement","http://www.ebi.ac.uk/efo/EFO_0009702"
"2219","EFO_0009706","latent autoimmune diabetes in adults","http://www.ebi.ac.uk/efo/EFO_0009706"
"2220","EFO_1000294","HER2 positive breast carcinoma","http://www.ebi.ac.uk/efo/EFO_1000294"
"2221","EFO_0009750","dissociation measurement","http://www.ebi.ac.uk/efo/EFO_0009750"
"2222","EFO_0009748","response to ketamine","http://www.ebi.ac.uk/efo/EFO_0009748"
"2223","EFO_0009749","age at first sexual intercourse measurement","http://www.ebi.ac.uk/efo/EFO_0009749"
"2224","EFO_0009751","facial asymmetry measurement","http://www.ebi.ac.uk/efo/EFO_0009751"
"2225","EFO_0009752","visuospatial impairment","http://www.ebi.ac.uk/efo/EFO_0009752"
"2226","EFO_0009759","Chronic Obstructive Asthma","http://www.ebi.ac.uk/efo/EFO_0009759"
"2227","Orphanet_307","Juvenile myoclonic epilepsy","http://www.orpha.net/ORDO/Orphanet_307"
"2228","Orphanet_1941","Juvenile absence epilepsy","http://www.orpha.net/ORDO/Orphanet_1941"
"2229","Orphanet_64280","Childhood absence epilepsy","http://www.orpha.net/ORDO/Orphanet_64280"
"2230","EFO_0004769","anti-Mullerian hormone measurement","http://www.ebi.ac.uk/efo/EFO_0004769"
"2231","EFO_0005512","estrogen receptor status","http://www.ebi.ac.uk/efo/EFO_0005512"
"2232","EFO_0009761","periprosthetic osteolysis","http://www.ebi.ac.uk/efo/EFO_0009761"
"2233","EFO_0009583","place of residence measurement","http://www.ebi.ac.uk/efo/EFO_0009583"
"2234","EFO_0004264","vascular disease","http://www.ebi.ac.uk/efo/EFO_0004264"
"2235","EFO_0004324","body weights and measures","http://www.ebi.ac.uk/efo/EFO_0004324"
"2236","HP_0003119","Abnormality of lipid metabolism","http://purl.obolibrary.org/obo/HP_0003119"
"2237","EFO_0009790","asparaginase activity measurement","http://www.ebi.ac.uk/efo/EFO_0009790"
"2238","EFO_0009791","fatty acid desaturase enzyme activity measurement","http://www.ebi.ac.uk/efo/EFO_0009791"
"2239","EFO_0009792","valine measurement","http://www.ebi.ac.uk/efo/EFO_0009792"
"2240","EFO_0009793","isoleucine measurement","http://www.ebi.ac.uk/efo/EFO_0009793"
"2241","EFO_0009794","NRF2 measurement","http://www.ebi.ac.uk/efo/EFO_0009794"
"2242","EFO_0009795","serum urea measurement","http://www.ebi.ac.uk/efo/EFO_0009795"
"2243","EFO_0009796","response to supplemental oxygen","http://www.ebi.ac.uk/efo/EFO_0009796"
"2244","EFO_0009797","lung disease associated with cystic fibrosis","http://www.ebi.ac.uk/efo/EFO_0009797"
"2245","HP_0030775","Modic type vertebral endplate changes","http://purl.obolibrary.org/obo/HP_0030775"
"2246","EFO_0007149","appendicitis","http://www.ebi.ac.uk/efo/EFO_0007149"
"2247","EFO_0009865","transcriptome measurement","http://www.ebi.ac.uk/efo/EFO_0009865"
"2248","EFO_0009881","nonischemic cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_0009881"
"2249","EFO_0009863","anxiety measurement","http://www.ebi.ac.uk/efo/EFO_0009863"
"2250","EFO_0009882","urinary potassium to creatinine ratio","http://www.ebi.ac.uk/efo/EFO_0009882"
"2251","EFO_0009883","urinary sodium to creatinine ratio","http://www.ebi.ac.uk/efo/EFO_0009883"
"2252","EFO_0009884","urinary sodium to potassium ratio","http://www.ebi.ac.uk/efo/EFO_0009884"
"2253","EFO_0009885","frailty measurement","http://www.ebi.ac.uk/efo/EFO_0009885"
"2254","HP_0000360","tinnitus","http://purl.obolibrary.org/obo/HP_0000360"
"2255","MONDO_0021107","narcolepsy","http://purl.obolibrary.org/obo/MONDO_0021107"
"2256","MONDO_0024647","urolithiasis","http://purl.obolibrary.org/obo/MONDO_0024647"
"2257","EFO_0009891","carbamazepine metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0009891"
"2258","EFO_0009890","lean mass-adjusted fat body mass","http://www.ebi.ac.uk/efo/EFO_0009890"
"2259","EFO_0009896","anti-thyroglobulin antibody measurement","http://www.ebi.ac.uk/efo/EFO_0009896"
"2260","HP_0000155","oral ulcer","http://purl.obolibrary.org/obo/HP_0000155"
"2261","EFO_0009902","handedness","http://www.ebi.ac.uk/efo/EFO_0009902"
"2262","MONDO_0044887","central nervous system non-hodgkin lymphoma","http://purl.obolibrary.org/obo/MONDO_0044887"
"2263","HP_0002253","colonic diverticula","http://purl.obolibrary.org/obo/HP_0002253"
"2264","EFO_0009923","Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement","http://www.ebi.ac.uk/efo/EFO_0009923"
"2265","EFO_0009924","Drugs used in diabetes use measurement","http://www.ebi.ac.uk/efo/EFO_0009924"
"2266","EFO_0009925","Antithrombotic agent use measurement","http://www.ebi.ac.uk/efo/EFO_0009925"
"2267","EFO_0009926","Vasodilators used in cardiac diseases use measurement","http://www.ebi.ac.uk/efo/EFO_0009926"
"2268","EFO_0009927","Antihypertensive use measurement","http://www.ebi.ac.uk/efo/EFO_0009927"
"2269","EFO_0009928","Diuretic use measurement","http://www.ebi.ac.uk/efo/EFO_0009928"
"2270","EFO_0009929","Beta blocking agent use measurement","http://www.ebi.ac.uk/efo/EFO_0009929"
"2271","EFO_0009930","Calcium channel blocker use measurement","http://www.ebi.ac.uk/efo/EFO_0009930"
"2272","EFO_0009931","Agents acting on the renin-angiotensin system use measurement","http://www.ebi.ac.uk/efo/EFO_0009931"
"2273","EFO_0009932","HMG CoA reductase inhibitor use measurement","http://www.ebi.ac.uk/efo/EFO_0009932"
"2274","EFO_0009933","Thyroid preparation use measurement","http://www.ebi.ac.uk/efo/EFO_0009933"
"2275","EFO_0009934","Immunosuppressant use measurement","http://www.ebi.ac.uk/efo/EFO_0009934"
"2276","EFO_0009935","Non-steroidal anti-inflammatory and antirheumatic product use measurement","http://www.ebi.ac.uk/efo/EFO_0009935"
"2277","EFO_0009936","Drugs affecting bone structure and mineralization use measurement","http://www.ebi.ac.uk/efo/EFO_0009936"
"2278","EFO_0009937","Opioid use measurement","http://www.ebi.ac.uk/efo/EFO_0009937"
"2279","EFO_0009938","Anilide use measurement","http://www.ebi.ac.uk/efo/EFO_0009938"
"2280","EFO_0009939","Antimigraine preparation use measurement","http://www.ebi.ac.uk/efo/EFO_0009939"
"2281","EFO_0009940","Antidepressant use measurement","http://www.ebi.ac.uk/efo/EFO_0009940"
"2282","EFO_0009941","Inhalant adrenergic use measurement","http://www.ebi.ac.uk/efo/EFO_0009941"
"2283","EFO_0009942","Glucocorticoid use measurement","http://www.ebi.ac.uk/efo/EFO_0009942"
"2284","EFO_0009943","Antihistamine use measurement","http://www.ebi.ac.uk/efo/EFO_0009943"
"2285","EFO_0009944","Antiglaucoma preparations and miotics use measurement","http://www.ebi.ac.uk/efo/EFO_0009944"
"2286","EFO_0009945","psychological resilience measurement","http://www.ebi.ac.uk/efo/EFO_0009945"
"2287","EFO_0009946","low density lipoprotein triglyceride measurement","http://www.ebi.ac.uk/efo/EFO_0009946"
"2288","EFO_0009947","nucleoside diphosphate kinase A measurement","http://www.ebi.ac.uk/efo/EFO_0009947"
"2289","EFO_0009948","chorioamnionitis","http://www.ebi.ac.uk/efo/EFO_0009948"
"2290","EFO_0009949","KANNO antigen measurement","http://www.ebi.ac.uk/efo/EFO_0009949"
"2291","EFO_0009952","post-operative atrial fibrillation","http://www.ebi.ac.uk/efo/EFO_0009952"
"2292","EFO_0009953","post-operative myocardial infarction","http://www.ebi.ac.uk/efo/EFO_0009953"
"2293","EFO_0009954","post-operative delirium","http://www.ebi.ac.uk/efo/EFO_0009954"
"2294","EFO_0009955","post-operative acute kidney injury","http://www.ebi.ac.uk/efo/EFO_0009955"
"2295","EFO_0009956","post-operative stroke","http://www.ebi.ac.uk/efo/EFO_0009956"
"2296","EFO_0009951","response to surgery","http://www.ebi.ac.uk/efo/EFO_0009951"
"2297","EFO_0005323","post-operative sign or symptom","http://www.ebi.ac.uk/efo/EFO_0005323"
"2298","HP_0012664","Reduced ejection fraction","http://purl.obolibrary.org/obo/HP_0012664"
"2299","EFO_1000749","pemphigus","http://www.ebi.ac.uk/efo/EFO_1000749"
"2300","EFO_0009958","response to bisphosphonate","http://www.ebi.ac.uk/efo/EFO_0009958"
"2301","EFO_0009960","atypical femoral fracture","http://www.ebi.ac.uk/efo/EFO_0009960"
"2302","EFO_0008414","susceptibility to measles measurement","http://www.ebi.ac.uk/efo/EFO_0008414"
"2303","EFO_0008415","susceptibility to hepatitis A infection measurement","http://www.ebi.ac.uk/efo/EFO_0008415"
"2304","EFO_0008416","susceptibility to rheumatic fever measurement","http://www.ebi.ac.uk/efo/EFO_0008416"
"2305","EFO_0008417","susceptibility to common cold measurement","http://www.ebi.ac.uk/efo/EFO_0008417"
"2306","EFO_0008418","susceptibility to rubella infection measurement","http://www.ebi.ac.uk/efo/EFO_0008418"
"2307","EFO_0008419","susceptibility to chronic sinus infection measurement","http://www.ebi.ac.uk/efo/EFO_0008419"
"2308","EFO_0008420","parietal cortex measurement","http://www.ebi.ac.uk/efo/EFO_0008420"
"2309","EFO_0008421","non-alcoholic fatty liver disease severity measurement","http://www.ebi.ac.uk/efo/EFO_0008421"
"2310","EFO_0008423","IgG monogalactosylation measurement","http://www.ebi.ac.uk/efo/EFO_0008423"
"2311","EFO_0008424","IgG digalactosylation measurement","http://www.ebi.ac.uk/efo/EFO_0008424"
"2312","EFO_0008425","IgG galactosylation measurement","http://www.ebi.ac.uk/efo/EFO_0008425"
"2313","EFO_0008426","IgG bisecting N-acetyl glucosamine measurement","http://www.ebi.ac.uk/efo/EFO_0008426"
"2314","EFO_0008427","IgG fucosylation measurement","http://www.ebi.ac.uk/efo/EFO_0008427"
"2315","EFO_0008428","IgG sialylation measurement","http://www.ebi.ac.uk/efo/EFO_0008428"
"2316","EFO_0008429","IgG disialylation measurement","http://www.ebi.ac.uk/efo/EFO_0008429"
"2317","EFO_0008430","IgG monosialylation measurement","http://www.ebi.ac.uk/efo/EFO_0008430"
"2318","EFO_0008431","maximal voluntary ventilation","http://www.ebi.ac.uk/efo/EFO_0008431"
"2319","EFO_0008432","lipoprotein-associated phospholipase A(2) change measurement","http://www.ebi.ac.uk/efo/EFO_0008432"
"2320","EFO_0008433","pursuit maintenance gain measurement","http://www.ebi.ac.uk/efo/EFO_0008433"
"2321","EFO_0008434","initial pursuit acceleration","http://www.ebi.ac.uk/efo/EFO_0008434"
"2322","EFO_0008435","gestational weight gain measurement","http://www.ebi.ac.uk/efo/EFO_0008435"
"2323","EFO_0008436","late gestational weight gain","http://www.ebi.ac.uk/efo/EFO_0008436"
"2324","EFO_0008437","early gestational weight gain","http://www.ebi.ac.uk/efo/EFO_0008437"
"2325","EFO_0008438","growth hormone measurement","http://www.ebi.ac.uk/efo/EFO_0008438"
"2326","EFO_1000024","chronic rhinosinusitis","http://www.ebi.ac.uk/efo/EFO_1000024"
"2327","EFO_0008484","response to carbamazepine","http://www.ebi.ac.uk/efo/EFO_0008484"
"2328","EFO_1002029","chronic rhinosinusitis with nasal polyps","http://www.ebi.ac.uk/efo/EFO_1002029"
"2329","EFO_1002030","chronic rhinosinusitis without nasal polyps","http://www.ebi.ac.uk/efo/EFO_1002030"
"2330","EFO_1000039","meningeal tuberculosis","http://www.ebi.ac.uk/efo/EFO_1000039"
"2331","EFO_0008529","kynurenine measurement","http://www.ebi.ac.uk/efo/EFO_0008529"
"2332","EFO_0008530","kynurenine:tryptophan ratio","http://www.ebi.ac.uk/efo/EFO_0008530"
"2333","EFO_0008531","GLP-1-stimulated insulin response","http://www.ebi.ac.uk/efo/EFO_0008531"
"2334","EFO_0008532","clinically amyopathic dermatomyositis","http://www.ebi.ac.uk/efo/EFO_0008532"
"2335","EFO_0008539","vitamin D dietary intake measurement","http://www.ebi.ac.uk/efo/EFO_0008539"
"2336","EFO_0008541","response to opioid","http://www.ebi.ac.uk/efo/EFO_0008541"
"2337","EFO_0008542","complement C3d subcomponent measurement","http://www.ebi.ac.uk/efo/EFO_0008542"
"2338","EFO_0008543","c3d:C3 ratio","http://www.ebi.ac.uk/efo/EFO_0008543"
"2339","EFO_0008544","analgesia requirement measurement","http://www.ebi.ac.uk/efo/EFO_0008544"
"2340","EFO_0005676","autoimmune hepatitis","http://www.ebi.ac.uk/efo/EFO_0005676"
"2341","EFO_0009010","HSV2 virologic severity measurement","http://www.ebi.ac.uk/efo/EFO_0009010"
"2342","EFO_0000266","aortic stenosis","http://www.ebi.ac.uk/efo/EFO_0000266"
"2343","EFO_0009092","breast milk measurement","http://www.ebi.ac.uk/efo/EFO_0009092"
"2344","EFO_0009093","choroidal melanoma","http://www.ebi.ac.uk/efo/EFO_0009093"
"2345","EFO_0009094","idiopathic dilated cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_0009094"
"2346","EFO_0009115","tobacco smoke exposure measurement","http://www.ebi.ac.uk/efo/EFO_0009115"
"2347","EFO_0009116","vitamin supplement exposure measurement","http://www.ebi.ac.uk/efo/EFO_0009116"
"2348","EFO_0009113","alcohol exposure measurement","http://www.ebi.ac.uk/efo/EFO_0009113"
"2349","EFO_0009114","in utero exposure measurement","http://www.ebi.ac.uk/efo/EFO_0009114"
"2350","EFO_1001267","aortic coarctation","http://www.ebi.ac.uk/efo/EFO_1001267"
"2351","EFO_1001132","idiopathic intracranial hypertension","http://www.ebi.ac.uk/efo/EFO_1001132"
"2352","EFO_0003928","necrotizing enterocolitis","http://www.ebi.ac.uk/efo/EFO_0003928"
"2353","EFO_0009267","delirium","http://www.ebi.ac.uk/efo/EFO_0009267"
"2354","EFO_0009256","standard deviation of the normal-to-normal inter beat intervals","http://www.ebi.ac.uk/efo/EFO_0009256"
"2355","EFO_0009257","root mean square of the successive differences of inter beat intervals","http://www.ebi.ac.uk/efo/EFO_0009257"
"2356","EFO_0009258","peak-valley respiratory sinus arrhythmia or high frequency power","http://www.ebi.ac.uk/efo/EFO_0009258"
"2357","EFO_0009260","non-melanoma skin carcinoma","http://www.ebi.ac.uk/efo/EFO_0009260"
"2358","HP_0000975","Hyperhidrosis","http://purl.obolibrary.org/obo/HP_0000975"
"2359","EFO_0009312","proprotein convertase subtilisin/kexin type 9 measurementhyperhidrosis","http://www.ebi.ac.uk/efo/EFO_0009312"
"2360","Orphanet_275752","Sickle cell disease and related diseases","http://www.orpha.net/ORDO/Orphanet_275752"
"2361","EFO_0009361","colorectal mucinous adenocarcinoma","http://www.ebi.ac.uk/efo/EFO_0009361"
"2362","EFO_0007537","vestibular neuronitis","http://www.ebi.ac.uk/efo/EFO_0007537"
"2363","EFO_0009381","fibroblast growth factor 23 measurement","http://www.ebi.ac.uk/efo/EFO_0009381"
"2364","EFO_0009382","metabolically healthy obesity","http://www.ebi.ac.uk/efo/EFO_0009382"
"2365","EFO_0008601","pemphigus foliaceus","http://www.ebi.ac.uk/efo/EFO_0008601"
"2366","EFO_1001857","Takayasu arteritis","http://www.ebi.ac.uk/efo/EFO_1001857"
"2367","EFO_0009390","sum of neutrophil and eosinophil counts","http://www.ebi.ac.uk/efo/EFO_0009390"
"2368","EFO_0009391","response to tamoxifen","http://www.ebi.ac.uk/efo/EFO_0009391"
"2369","EFO_0009392","glucose metabolism decline measurement","http://www.ebi.ac.uk/efo/EFO_0009392"
"2370","EFO_0009393","breast pressure measurement","http://www.ebi.ac.uk/efo/EFO_0009393"
"2371","EFO_0009394","hippocampal CA1 volume","http://www.ebi.ac.uk/efo/EFO_0009394"
"2372","EFO_0009395","hippocampal CA3 volume","http://www.ebi.ac.uk/efo/EFO_0009395"
"2373","EFO_0009396","hippocampal CA4 volume","http://www.ebi.ac.uk/efo/EFO_0009396"
"2374","EFO_0009397","hippocampus molecular layer volume","http://www.ebi.ac.uk/efo/EFO_0009397"
"2375","EFO_0009398","hippocampal tail volume","http://www.ebi.ac.uk/efo/EFO_0009398"
"2376","EFO_0009399","subiculum volume","http://www.ebi.ac.uk/efo/EFO_0009399"
"2377","EFO_0009400","presubiculum volume","http://www.ebi.ac.uk/efo/EFO_0009400"
"2378","EFO_0009401","hippocampal amigdala transition area volume","http://www.ebi.ac.uk/efo/EFO_0009401"
"2379","EFO_0009402","hippocampus fimbria volume","http://www.ebi.ac.uk/efo/EFO_0009402"
"2380","HP_0002829","arthralgia","http://purl.obolibrary.org/obo/HP_0002829"
